iter	Passed	Remaining
1497	430070	1005411
1498	430441	1005320
1499	430740	1005060
1500	431040	1004804
1501	431332	1004527
1502	431641	1004291
1503	431920	1003986
1504	432185	1003645
1505	432479	1003375
1506	432773	1003103
1507	433040	1002770
1508	433338	1002508
1509	433625	1002219
1510	433903	1001911
1511	434212	1001675
1512	434511	1001415
1513	434801	1001133
1514	435108	1000893
1515	435379	1000568
1516	435679	1000310
1517	435961	1000012
1518	436247	999721
1519	436529	999422
1520	436823	999152
1521	437108	998859
1522	437399	998579
1523	437703	998331
1524	437978	998015
1525	438254	997702
1526	438550	997437
1527	438839	997153
1528	439115	996841
1529	439375	996491
1530	439673	996228
1531	439946	995911
1532	440246	995652
1533	440550	995403
1534	440850	995144
1535	441145	994874
1536	441431	994585
1537	441757	994386
1538	442079	994175
1539	442388	993938
1540	442686	993674
1541	443050	993559
1542	443333	993263
1543	443616	992965
1544	443903	992676
1545	444201	992413
1546	444488	992125
1547	444769	991823
1548	445038	991496
1549	445342	991247
1550	445641	990985
1551	445912	990660
1552	446191	990355
1553	446468	990046
1554	446737	989716
1555	447048	989483
1556	447320	989162
1557	447598	988853
1558	447885	988566
1559	448215	988373
1560	448529	988143
1561	448840	987907
1562	449199	987778
1563	449558	987648
1564	449868	987411
1565	450199	987219
1566	450518	987000
1567	450878	986872
1568	451250	986768
1569	451547	986501
1570	451860	986269
1571	452176	986044
1572	452491	985815
1573	452773	985515
1574	453051	985207
1575	453330	984901
1576	453610	984596
1577	453893	984298
1578	454190	984030
1579	454496	983783
1580	454804	983540
1581	455126	983326
1582	455433	983079
1583	455738	982830
1584	456052	982598
1585	456344	982321
1586	456688	982154
1587	456952	981814
1588	457244	981537
1589	457557	981302
1590	457862	981051
1591	458159	980784
1592	458471	980547
1593	458833	980417
1594	459172	980238
1595	459476	979985
1596	459818	979813
1597	460177	979675
1598	460492	979446
1599	460820	979243
1600	461095	978928
1601	461404	978685
1602	461702	978418
1603	461997	978144
1604	462278	977841
1605	462554	977528
1606	462842	977239
1607	463128	976946
1608	463402	976629
1609	463662	976282
1610	463980	976058
1611	464270	975773
1612	464548	975465
1613	464839	975183
1614	465167	974979
1615	465462	974706
1616	465736	974388
1617	466042	974137
1618	466295	973776
1619	466589	973502
1620	466885	973230
1621	467190	972977
1622	467459	972650
1623	467743	972354
1624	468016	972034
1625	468299	971735
1626	468579	971432
1627	468855	971119
1628	469194	970935
1629	469487	970657
1630	469792	970405
1631	470202	970368
1632	470537	970177
1633	470842	969923
1634	471178	969733
1635	471493	969502
1636	471869	969394
1637	472221	969236
1638	472524	968977
1639	472830	968726
1640	473141	968484
1641	473474	968286
1642	473760	967994
1643	474057	967723
1644	474357	967459
1645	474631	967140
1646	474922	966857
1647	475209	966567
1648	475547	966379
1649	475834	966087
1650	476130	965816
1651	476455	965601
1652	476764	965354
1653	477048	965056
1654	477317	964729
1655	477630	964490
1656	477898	964161
1657	478181	963860
1658	478451	963535
1659	478749	963266
1660	479037	962977
1661	479330	962698
1662	479628	962430
1663	479919	962145
1664	480205	961853
1665	480465	961508
1666	480763	961239
1667	481050	960947
1668	481326	960633
1669	481639	960394
1670	481926	960103
1671	482218	959822
1672	482519	959558
1673	482820	959296
1674	483121	959032
1675	483375	958676
1676	483738	958535
1677	484035	958263
1678	484299	957926
1679	484578	957619
1680	484889	957376
1681	485166	957064
1682	485436	956739
1683	485719	956440
1684	486008	956152
1685	486278	955828
1686	486567	955540
1687	486858	955258
1688	487154	954984
1689	487434	954679
1690	487719	954383
1691	488019	954117
1692	488310	953835
1693	488607	953563
1694	488900	953282
1695	489183	952984
1696	489463	952679
1697	489754	952395
1698	490036	952095
1699	490311	951781
1700	490615	951523
1701	490884	951196
1702	491197	950955
1703	491458	950613
1704	491735	950303
1705	491977	949926
1706	492264	949635
1707	492531	949305
1708	492822	949021
1709	493123	948758
1710	493399	948446
1711	493684	948151
1712	493952	947823
1713	494237	947528
1714	494517	947224
1715	494791	946907
1716	495091	946642
1717	495410	946413
1718	495698	946123
1719	495992	945846
1720	496300	945595
1721	496574	945279
1722	496846	944959
1723	497114	944632
1724	497425	944386
1725	497723	944116
1726	498022	943849
1727	498315	943570
1728	498593	943261
1729	498875	942960
1730	499160	942666
1731	499476	942430
1732	499761	942135
1733	500053	941853
1734	500317	941518
1735	500619	941256
1736	500916	940985
1737	501190	940669
1738	501471	940367
1739	501749	940059
1740	502054	939802
1741	502333	939495
1742	502639	939241
1743	502933	938962
1744	503211	938655
1745	503476	938322
1746	503762	938029
1747	504044	937729
1748	504308	937396
1749	504609	937132
1750	504885	936820
1751	505173	936532
1752	505483	936283
1753	505797	936042
1754	506070	935725
1755	506332	935388
1756	506585	935035
1757	506886	934770
1758	507159	934453
1759	507436	934144
1760	507789	933975
1761	508060	933654
1762	508356	933379
1763	508619	933046
1764	508913	932768
1765	509191	932460
1766	509478	932169
1767	509739	931830
1768	510014	931519
1769	510284	931197
1770	510582	930926
1771	510870	930638
1772	511153	930340
1773	511439	930047
1774	511704	929716
1775	512011	929462
1776	512288	929153
1777	512554	928824
1778	512844	928539
1779	513150	928283
1780	513434	927987
1781	513716	927687
1782	513989	927371
1783	514254	927040
1784	514543	926755
1785	514808	926425
1786	515099	926140
1787	515388	925854
1788	515678	925568
1789	515971	925289
1790	516288	925052
1791	516595	924798
1792	516881	924505
1793	517175	924228
1794	517469	923950
1795	517768	923680
1796	518082	923438
1797	518426	923248
1798	518727	922982
1799	519005	922677
1800	519311	922420
1801	519598	922128
1802	519871	921813
1803	520142	921494
1804	520480	921294
1805	520759	920988
1806	521054	920712
1807	521329	920400
1808	521631	920135
1809	521918	919846
1810	522236	919609
1811	522544	919355
1812	522832	919066
1813	523145	918820
1814	523472	918600
1815	523777	918340
1816	524055	918034
1817	524310	917687
1818	524630	917454
1819	524947	917216
1820	525217	916894
1821	525487	916575
1822	525802	916333
1823	526070	916007
1824	526392	915779
1825	526700	915524
1826	526982	915225
1827	527261	914919
1828	527518	914576
1829	527804	914284
1830	528085	913982
1831	528346	913647
1832	528634	913358
1833	528925	913074
1834	529209	912777
1835	529474	912449
1836	529868	912343
1837	530171	912079
1838	530466	911802
1839	530763	911529
1840	531079	911286
1841	531364	910993
1842	531632	910669
1843	531917	910375
1844	532218	910108
1845	532526	909852
1846	532809	909555
1847	533115	909297
1848	533411	909020
1849	533709	908749
1850	534003	908469
1851	534316	908222
1852	534600	907926
1853	534848	907568
1854	535144	907293
1855	535428	906996
1856	535707	906693
1857	535999	906410
1858	536326	906187
1859	536600	905873
1860	536870	905554
1861	537172	905288
1862	537458	904995
1863	537709	904644
1864	538008	904373
1865	538298	904087
1866	538591	903806
1867	538876	903511
1868	539173	903239
1869	539458	902944
1870	539719	902608
1871	540043	902379
1872	540343	902110
1873	540634	901826
1874	540920	901534
1875	541192	901217
1876	541490	900945
1877	541791	900678
1878	542098	900419
1879	542444	900226
1880	542713	899906
1881	542996	899608
1882	543256	899272
1883	543535	898968
1884	543820	898673
1885	544087	898350
1886	544368	898049
1887	544651	897752
1888	544930	897448
1889	545178	897092
1890	545447	896772
1891	545720	896458
1892	546002	896160
1893	546274	895843
1894	546558	895548
1895	546883	895319
1896	547167	895024
1897	547447	894721
1898	547727	894418
1899	548018	894135
1900	548286	893813
1901	548579	893532
1902	548877	893260
1903	549193	893015
1904	549456	892686
1905	549750	892407
1906	550051	892139
1907	550364	891890
1908	550640	891581
1909	550947	891322
1910	551235	891033
1911	551525	890747
1912	551789	890420
1913	552128	890213
1914	552427	889941
1915	552712	889647
1916	553102	889522
1917	553397	889244
1918	553677	888942
1919	553976	888669
1920	554283	888411
1921	554566	888114
1922	554862	887837
1923	555172	887583
1924	555459	887293
1925	555745	886999
1926	556029	886704
1927	556328	886431
1928	556601	886119
1929	556892	885833
1930	557202	885580
1931	557519	885336
1932	557831	885084
1933	558118	884793
1934	558453	884579
1935	558790	884367
1936	559108	884124
1937	559443	883909
1938	559800	883727
1939	560168	883565
1940	560527	883387
1941	560826	883113
1942	561114	882823
1943	561423	882566
1944	561722	882294
1945	562002	881991
1946	562289	881699
1947	562613	881465
1948	562919	881204
1949	563263	881002
1950	563577	880751
1951	563861	880455
1952	564152	880170
1953	564458	879908
1954	564817	879729
1955	565100	879430
1956	565383	879132
1957	565704	878893
1958	566006	878624
1959	566287	878323
1960	566592	878059
1961	566874	877760
1962	567149	877449
1963	567461	877196
1964	567788	876966
1965	568088	876694
1966	568380	876410
1967	568670	876122
1968	568968	875847
1969	569261	875564
1970	569503	875203
1971	569774	874887
1972	570077	874619
1973	570364	874328
1974	570630	874003
1975	570928	873728
1976	571200	873414
1977	571443	873054
1978	571707	872728
1979	572032	872493
1980	572306	872182
1981	572566	871849
1982	572856	871561
1983	573127	871246
1984	573408	870944
1985	573736	870716
1986	574045	870458
1987	574372	870225
1988	574702	869999
1989	575052	869802
1990	575498	869751
1991	575843	869547
1992	576159	869298
1993	576479	869056
1994	576759	868752
1995	577037	868446
1996	577340	868179
1997	577654	867926
1998	577947	867643
1999	578253	867380
2000	578582	867150
2001	578890	866889
2002	579176	866595
2003	579475	866321
2004	579805	866093
2005	580126	865852
2006	580440	865599
2007	580788	865397
2008	581135	865194
2009	581469	864972
2010	581852	864821
2011	582198	864616
2012	582503	864350
2013	582835	864125
2014	583153	863877
2015	583439	863583
2016	583735	863303
2017	584019	863005
2018	584291	862691
2019	584572	862388
2020	584847	862078
2021	585128	861776
2022	585415	861483
2023	585782	861308
2024	586081	861033
2025	586408	860799
2026	586698	860510
2027	587024	860274
2028	587307	859975
2029	587577	859658
2030	587905	859425
2031	588195	859136
2032	588472	858827
2033	588752	858525
2034	589038	858229
2035	589326	857939
2036	589617	857651
2037	589916	857376
2038	590208	857090
2039	590507	856814
2040	590783	856505
2041	591066	856207
2042	591349	855908
2043	591627	855601
2044	591904	855294
2045	592208	855026
2046	592515	854761
2047	592826	854504
2048	593154	854269
2049	593493	854051
2050	593835	853837
2051	594133	853559
2052	594490	853368
2053	594840	853164
2054	595169	852932
2055	595464	852649
2056	595771	852385
2057	596074	852114
2058	596414	851896
2059	596689	851586
2060	596990	851313
2061	597263	850998
2062	597582	850751
2063	597891	850489
2064	598263	850316
2065	598591	850080
2066	598884	849795
2067	599152	849475
2068	599456	849205
2069	599738	848905
2070	600027	848614
2071	600292	848289
2072	600607	848035
2073	600850	847679
2074	601138	847387
2075	601434	847107
2076	601752	846856
2077	602038	846562
2078	602294	846224
2079	602553	845892
2080	602827	845581
2081	603122	845298
2082	603423	845024
2083	603726	844753
2084	604004	844446
2085	604289	844150
2086	604567	843845
2087	604862	843562
2088	605142	843260
2089	605424	842959
2090	605677	842619
2091	606047	842441
2092	606319	842126
2093	606594	841817
2094	606887	841531
2095	607181	841247
2096	607488	840981
2097	607770	840681
2098	608086	840427
2099	608416	840194
2100	608738	839948
2101	609073	839721
2102	609392	839471
2103	609726	839243
2104	610090	839055
2105	610454	838867
2106	610768	838611
2107	611102	838381
2108	611375	838068
2109	611649	837756
2110	611930	837454
2111	612235	837185
2112	612521	836890
2113	612788	836568
2114	613075	836275
2115	613381	836007
2116	613663	835707
2117	613963	835431
2118	614267	835160
2119	614546	834855
2120	614813	834535
2121	615084	834218
2122	615396	833958
2123	615690	833674
2124	615979	833383
2125	616284	833114
2126	616644	832918
2127	616909	832596
2128	617239	832359
2129	617548	832096
2130	617856	831829
2131	618125	831512
2132	618436	831250
2133	618768	831017
2134	619074	830748
2135	619346	830434
2136	619653	830167
2137	619952	829889
2138	620261	829625
2139	620566	829354
2140	620881	829098
2141	621163	828797
2142	621443	828494
2143	621767	828250
2144	622033	827927
2145	622308	827618
2146	622588	827315
2147	622885	827034
2148	623169	826736
2149	623440	826420
2150	623698	826089
2151	623991	825802
2152	624264	825490
2153	624556	825203
2154	624855	824925
2155	625133	824619
2156	625393	824289
2157	625670	823983
2158	626056	823819
2159	626338	823518
2160	626604	823197
2161	626874	822881
2162	627191	822626
2163	627465	822316
2164	627744	822011
2165	628045	821736
2166	628352	821468
2167	628640	821176
2168	628971	820939
2169	629287	820683
2170	629572	820386
2171	629852	820084
2172	630155	819810
2173	630437	819511
2174	630733	819228
2175	631025	818940
2176	631328	818668
2177	631611	818369
2178	631905	818084
2179	632176	817769
2180	632458	817469
2181	632760	817194
2182	633034	816884
2183	633325	816595
2184	633598	816283
2185	633888	815993
2186	634145	815661
2187	634450	815390
2188	634738	815098
2189	635016	814792
2190	635297	814491
2191	635612	814232
2192	635945	813999
2193	636244	813719
2194	636646	813573
2195	636968	813324
2196	637303	813091
2197	637664	812891
2198	637998	812657
2199	638296	812377
2200	638583	812082
2201	638880	811801
2202	639169	811509
2203	639472	811236
2204	639792	810983
2205	640102	810719
2206	640411	810453
2207	640746	810219
2208	641053	809950
2209	641352	809671
2210	641627	809361
2211	641953	809116
2212	642273	808863
2213	642639	808668
2214	642999	808466
2215	643353	808256
2216	643699	808036
2217	644040	807809
2218	644370	807568
2219	644655	807271
2220	645062	807126
2221	645353	806837
2222	645648	806551
2223	645922	806241
2224	646204	805940
2225	646514	805674
2226	646815	805397
2227	647084	805080
2228	647363	804774
2229	647633	804459
2230	647923	804168
2231	648225	803892
2232	648510	803595
2233	648798	803302
2234	649096	803020
2235	649425	802778
2236	649713	802485
2237	649981	802166
2238	650338	801957
2239	650660	801707
2240	650976	801447
2241	651250	801137
2242	651544	800851
2243	651828	800552
2244	652108	800249
2245	652379	799934
2246	652644	799613
2247	652925	799310
2248	653222	799027
2249	653514	798740
2250	653825	798474
2251	654161	798239
2252	654488	797993
2253	654912	797865
2254	655260	797645
2255	655542	797343
2256	655870	797099
2257	656175	796825
2258	656464	796533
2259	656779	796271
2260	657054	795962
2261	657336	795661
2262	657596	795334
2263	657932	795098
2264	658260	794852
2265	658561	794574
2266	658893	794333
2267	659186	794046
2268	659458	793733
2269	659763	793459
2270	660089	793211
2271	660397	792941
2272	660716	792685
2273	661074	792475
2274	661414	792243
2275	661730	791982
2276	662151	791848
2277	662518	791648
2278	662831	791384
2279	663169	791149
2280	663478	790880
2281	663756	790573
2282	664035	790268
2283	664374	790035
2284	664653	789730
2285	664919	789409
2286	665231	789144
2287	665541	788875
2288	665809	788557
2289	666095	788261
2290	666396	787982
2291	666662	787661
2292	666952	787370
2293	667231	787066
2294	667543	786800
2295	667819	786491
2296	668106	786195
2297	668405	785914
2298	668735	785669
2299	669022	785374
2300	669310	785079
2301	669616	784807
2302	669912	784521
2303	670222	784253
2304	670539	783993
2305	670814	783683
2306	671098	783384
2307	671373	783075
2308	671756	782892
2309	672029	782579
2310	672319	782287
2311	672588	781971
2312	672918	781725
2313	673200	781424
2314	673485	781127
2315	673790	780852
2316	674070	780548
2317	674339	780232
2318	674598	779904
2319	674905	779631
2320	675194	779339
2321	675483	779046
2322	675750	778727
2323	676109	778515
2324	676396	778219
2325	676712	777957
2326	677060	777731
2327	677387	777483
2328	677730	777250
2329	678057	777001
2330	678399	776768
2331	678708	776497
2332	679007	776216
2333	679291	775917
2334	679574	775617
2335	679861	775321
2336	680233	775122
2337	680496	774800
2338	680785	774505
2339	681081	774220
2340	681395	773955
2341	681685	773663
2342	681959	773353
2343	682309	773128
2344	682583	772818
2345	682887	772541
2346	683169	772240
2347	683455	771943
2348	683730	771634
2349	684005	771325
2350	684275	771010
2351	684588	770743
2352	684867	770439
2353	685156	770146
2354	685462	769871
2355	685725	769549
2356	686008	769249
2357	686295	768953
2358	686567	768641
2359	686834	768323
2360	687092	767995
2361	687369	767688
2362	687659	767396
2363	687955	767110
2364	688237	766810
2365	688517	766506
2366	688781	766185
2367	689061	765882
2368	689336	765573
2369	689619	765274
2370	689958	765036
2371	690233	764727
2372	690550	764464
2373	690885	764223
2374	691208	763966
2375	691521	763700
2376	691815	763412
2377	692109	763124
2378	692388	762820
2379	692665	762513
2380	692945	762210
2381	693245	761930
2382	693530	761632
2383	693809	761328
2384	694098	761034
2385	694380	760733
2386	694642	760410
2387	694973	760163
2388	695289	759899
2389	695582	759610
2390	695910	759360
2391	696281	759156
2392	696590	758885
2393	696912	758627
2394	697320	758463
2395	697654	758218
2396	697975	757959
2397	698270	757672
2398	698625	757450
2399	698963	757209
2400	699303	756971
2401	699618	756706
2402	699919	756425
2403	700208	756131
2404	700545	755890
2405	700856	755619
2406	701166	755348
2407	701473	755074
2408	701735	754751
2409	702038	754473
2410	702308	754158
2411	702605	753873
2412	702871	753555
2413	703163	753265
2414	703457	752975
2415	703767	752704
2416	704064	752420
2417	704354	752127
2418	704747	751944
2419	705037	751651
2420	705318	751349
2421	705614	751062
2422	705901	750766
2423	706216	750500
2424	706496	750197
2425	706768	749885
2426	707071	749606
2427	707367	749320
2428	707641	749010
2429	707968	748756
2430	708224	748427
2431	708517	748139
2432	708808	747846
2433	709114	747570
2434	709412	747286
2435	709706	746998
2436	710001	746710
2437	710322	746450
2438	710608	746153
2439	710924	745887
2440	711249	745631
2441	711539	745339
2442	711813	745029
2443	712146	744782
2444	712425	744477
2445	712710	744179
2446	712989	743875
2447	713282	743585
2448	713562	743282
2449	713842	742978
2450	714142	742696
2451	714530	742505
2452	714821	742213
2453	715121	741931
2454	715419	741647
2455	715696	741340
2456	715977	741037
2457	716256	740734
2458	716560	740455
2459	716847	740160
2460	717125	739854
2461	717419	739565
2462	717746	739311
2463	718047	739029
2464	718336	738735
2465	718631	738447
2466	718908	738141
2467	719198	737848
2468	719465	737532
2469	719771	737256
2470	720063	736964
2471	720320	736638
2472	720605	736340
2473	720912	736065
2474	721217	735787
2475	721493	735480
2476	721795	735199
2477	722136	734959
2478	722426	734665
2479	722712	734369
2480	723091	734167
2481	723384	733876
2482	723678	733587
2483	723997	733323
2484	724274	733018
2485	724554	732714
2486	724832	732410
2487	725153	732148
2488	725425	731837
2489	725712	731541
2490	725994	731241
2491	726304	730968
2492	726581	730661
2493	726844	730341
2494	727164	730079
2495	727464	729795
2496	727740	729488
2497	728029	729195
2498	728330	728913
2499	728609	728609
2500	728888	728305
2501	729189	728023
2502	729470	727721
2503	729743	727411
2504	730062	727148
2505	730405	726907
2506	730689	726608
2507	730975	726311
2508	731238	725992
2509	731570	725740
2510	731847	725435
2511	732134	725139
2512	732419	724841
2513	732733	724572
2514	733028	724284
2515	733309	723982
2516	733614	723704
2517	733928	723435
2518	734238	723162
2519	734559	722899
2520	734924	722680
2521	735313	722484
2522	735668	722255
2523	736016	722019
2524	736299	721719
2525	736576	721413
2526	736894	721147
2527	737177	720847
2528	737440	720527
2529	737734	720238
2530	738139	720057
2531	738433	719768
2532	738736	719488
2533	739075	719242
2534	739376	718960
2535	739693	718693
2536	740020	718435
2537	740297	718129
2538	740587	717835
2539	740857	717523
2540	741151	717234
2541	741429	716928
2542	741724	716640
2543	742051	716383
2544	742368	716115
2545	742661	715824
2546	742985	715564
2547	743307	715302
2548	743607	715018
2549	743900	714727
2550	744187	714431
2551	744493	714153
2552	744761	713839
2553	745060	713554
2554	745362	713272
2555	745647	712974
2556	745936	712680
2557	746218	712379
2558	746586	712160
2559	746883	711873
2560	747158	711565
2561	747445	711269
2562	747760	710999
2563	748063	710718
2564	748332	710405
2565	748640	710129
2566	748932	709837
2567	749208	709530
2568	749496	709235
2569	749813	708967
2570	750079	708651
2571	750380	708368
2572	750702	708105
2573	751000	707819
2574	751293	707528
2575	751586	707237
2576	751943	707008
2577	752257	706736
2578	752547	706443
2579	752908	706216
2580	753203	705927
2581	753502	705642
2582	753779	705337
2583	754123	705093
2584	754409	704796
2585	754699	704502
2586	755027	704244
2587	755325	703959
2588	755613	703663
2589	755895	703362
2590	756222	703103
2591	756524	702820
2592	756811	702524
2593	757141	702267
2594	757468	702008
2595	757746	701703
2596	758037	701410
2597	758379	701165
2598	758633	700838
2599	758911	700533
2600	759182	700222
2601	759485	699940
2602	759767	699640
2603	760036	699327
2604	760416	699116
2605	760715	698830
2606	760995	698528
2607	761274	698224
2608	761587	697951
2609	761865	697646
2610	762166	697363
2611	762458	697071
2612	762745	696775
2613	763018	696465
2614	763284	696150
2615	763597	695877
2616	763901	695597
2617	764173	695287
2618	764449	694981
2619	764747	694694
2620	765022	694386
2621	765308	694089
2622	765580	693779
2623	765871	693487
2624	766142	693176
2625	766403	692856
2626	766696	692566
2627	766997	692282
2628	767279	691981
2629	767602	691718
2630	767981	691504
2631	768286	691224
2632	768598	690950
2633	769003	690760
2634	769345	690513
2635	769671	690251
2636	770000	689992
2637	770331	689735
2638	770672	689487
2639	771019	689245
2640	771371	689006
2641	771706	688752
2642	772008	688469
2643	772348	688219
2644	772677	687960
2645	772993	687689
2646	773305	687415
2647	773589	687115
2648	773876	686818
2649	774133	686495
2650	774461	686235
2651	774738	685930
2652	775022	685630
2653	775309	685333
2654	775652	685087
2655	775928	684780
2656	776227	684494
2657	776516	684199
2658	776784	683886
2659	777069	683587
2660	777344	683280
2661	777660	683009
2662	777947	682712
2663	778239	682420
2664	778524	682121
2665	778828	681840
2666	779104	681533
2667	779396	681241
2668	779662	680926
2669	779978	680655
2670	780257	680352
2671	780534	680046
2672	780833	679760
2673	781133	679474
2674	781422	679180
2675	781698	678873
2676	782001	678591
2677	782286	678293
2678	782575	677998
2679	782871	677709
2680	783225	677470
2681	783497	677161
2682	783788	676868
2683	784090	676584
2684	784365	676277
2685	784649	675978
2686	784923	675671
2687	785255	675413
2688	785521	675098
2689	785801	674795
2690	786082	674494
2691	786359	674188
2692	786645	673891
2693	786916	673582
2694	787209	673290
2695	787492	672990
2696	787763	672680
2697	788044	672378
2698	788336	672086
2699	788669	671829
2700	788975	671549
2701	789257	671248
2702	789562	670967
2703	789850	670672
2704	790130	670369
2705	790487	670132
2706	790799	669856
2707	791076	669552
2708	791363	669255
2709	791650	668959
2710	791922	668649
2711	792214	668358
2712	792507	668066
2713	792848	667815
2714	793131	667515
2715	793407	667210
2716	793727	666941
2717	794021	666650
2718	794303	666350
2719	794585	666049
2720	794899	665775
2721	795182	665476
2722	795465	665176
2723	795742	664871
2724	796046	664589
2725	796328	664288
2726	796597	663977
2727	796910	663702
2728	797160	663375
2729	797459	663088
2730	797739	662786
2731	798096	662548
2732	798361	662234
2733	798672	661957
2734	798919	661627
2735	799225	661347
2736	799525	661061
2737	799797	660752
2738	800087	660459
2739	800381	660168
2740	800642	659850
2741	800922	659548
2742	801221	659262
2743	801490	658951
2744	801760	658640
2745	802035	658334
2746	802343	658056
2747	802615	657747
2748	802899	657448
2749	803198	657162
2750	803523	656897
2751	803809	656600
2752	804064	656278
2753	804310	655948
2754	804651	655695
2755	804934	655396
2756	805226	655104
2757	805519	654813
2758	805800	654512
2759	806091	654219
2760	806385	653928
2761	806688	653645
2762	806940	653321
2763	807228	653025
2764	807507	652722
2765	807812	652441
2766	808041	652098
2767	808323	651798
2768	808602	651496
2769	808918	651223
2770	809180	650907
2771	809465	650609
2772	809752	650313
2773	810026	650007
2774	810291	649693
2775	810561	649383
2776	810906	649133
2777	811164	648815
2778	811459	648525
2779	811744	648227
2780	812029	647930
2781	812278	647603
2782	812557	647301
2783	812842	647003
2784	813146	646721
2785	813454	646442
2786	813721	646130
2787	813999	645827
2788	814323	645561
2789	814610	645265
2790	814893	644965
2791	815189	644677
2792	815479	644383
2793	815758	644081
2794	816034	643777
2795	816343	643498
2796	816612	643188
2797	816856	642858
2798	817115	642540
2799	817425	642262
2800	817693	641952
2801	817957	641638
2802	818232	641333
2803	818592	641094
2804	818877	640797
2805	819173	640508
2806	819488	640234
2807	819785	639946
2808	820080	639656
2809	820354	639350
2810	820654	639065
2811	820949	638776
2812	821221	638468
2813	821496	638163
2814	821829	637903
2815	822111	637603
2816	822398	637307
2817	822690	637015
2818	822967	636712
2819	823254	636416
2820	823548	636126
2821	823862	635851
2822	824141	635549
2823	824432	635256
2824	824732	634970
2825	825054	634702
2826	825333	634400
2827	825608	634095
2828	825991	633873
2829	826284	633581
2830	826567	633282
2831	826843	632979
2832	827134	632686
2833	827411	632382
2834	827699	632087
2835	827989	631794
2836	828268	631492
2837	828534	631180
2838	828801	630870
2839	829110	630590
2840	829401	630298
2841	829666	629985
2842	829941	629681
2843	830269	629417
2844	830565	629127
2845	830845	628826
2846	831123	628524
2847	831416	628233
2848	831707	627940
2849	831977	627632
2850	832282	627349
2851	832554	627042
2852	832839	626746
2853	833117	626443
2854	833512	626228
2855	833808	625940
2856	834100	625648
2857	834374	625343
2858	834692	625070
2859	834974	624771
2860	835253	624469
2861	835561	624189
2862	835840	623887
2863	836118	623585
2864	836372	623265
2865	836674	622980
2866	836951	622677
2867	837215	622364
2868	837471	622046
2869	837800	621782
2870	838062	621468
2871	838339	621164
2872	838629	620871
2873	838917	620577
2874	839189	620270
2875	839469	619970
2876	839729	619654
2877	840028	619367
2878	840295	619057
2879	840575	618756
2880	840936	618516
2881	841215	618214
2882	841491	617911
2883	841762	617603
2884	842044	617305
2885	842335	617011
2886	842621	616715
2887	842924	616432
2888	843221	616144
2889	843506	615847
2890	843799	615556
2891	844139	615299
2892	844427	615004
2893	844710	614706
2894	844981	614399
2895	845304	614129
2896	845563	613814
2897	845836	613508
2898	846122	613212
2899	846427	612930
2900	846715	612635
2901	846991	612332
2902	847261	612024
2903	847627	611786
2904	847901	611481
2905	848180	611180
2906	848479	610893
2907	848728	610570
2908	849013	610274
2909	849279	609963
2910	849587	609683
2911	849848	609369
2912	850140	609077
2913	850414	608773
2914	850743	608507
2915	851043	608221
2916	851311	607912
2917	851595	607615
2918	851900	607333
2919	852178	607031
2920	852455	606728
2921	852831	606496
2922	853117	606200
2923	853399	605901
2924	853664	605591
2925	853959	605301
2926	854238	605000
2927	854509	604693
2928	854802	604402
2929	855114	604125
2930	855410	603836
2931	855682	603530
2932	856009	603263
2933	856296	602968
2934	856579	602670
2935	856876	602382
2936	857204	602115
2937	857487	601817
2938	857763	601514
2939	858033	601207
2940	858322	600913
2941	858583	600600
2942	858870	600304
2943	859229	600060
2944	859678	599877
2945	859996	599603
2946	860352	599356
2947	860668	599081
2948	860969	598795
2949	861278	598515
2950	861618	598256
2951	861918	597970
2952	862228	597690
2953	862655	597492
2954	862981	597224
2955	863288	596942
2956	863580	596650
2957	863911	596385
2958	864195	596087
2959	864495	595801
2960	864839	595544
2961	865142	595260
2962	865446	594976
2963	865752	594693
2964	866154	594477
2965	866444	594183
2966	866746	593898
2967	867060	593620
2968	867381	593348
2969	867684	593063
2970	867999	592787
2971	868314	592510
2972	868604	592216
2973	868901	591927
2974	869188	591632
2975	869480	591340
2976	869763	591041
2977	870048	590745
2978	870332	590447
2979	870611	590146
2980	870870	589831
2981	871164	589540
2982	871469	589257
2983	871720	588937
2984	872001	588637
2985	872276	588333
2986	872604	588065
2987	872888	587768
2988	873159	587462
2989	873512	587210
2990	873765	586892
2991	874084	586618
2992	874375	586325
2993	874711	586062
2994	875004	585770
2995	875285	585471
2996	875565	585170
2997	875854	584876
2998	876127	584572
2999	876376	584250
3000	876665	583956
3001	876972	583674
3002	877227	583357
3003	877499	583051
3004	877793	582761
3005	878082	582467
3006	878374	582174
3007	878659	581877
3008	879028	581636
3009	879332	581352
3010	879633	581066
3011	879924	580773
3012	880233	580492
3013	880514	580193
3014	880788	579888
3015	881091	579604
3016	881373	579305
3017	881674	579018
3018	881955	578719
3019	882267	578440
3020	882538	578134
3021	882825	577838
3022	883098	577534
3023	883429	577267
3024	883701	576962
3025	883967	576652
3026	884222	576336
3027	884526	576052
3028	884771	575729
3029	885068	575440
3030	885425	575190
3031	885737	574911
3032	886002	574601
3033	886282	574301
3034	886599	574025
3035	886887	573730
3036	887163	573428
3037	887458	573137
3038	887785	572868
3039	888057	572563
3040	888345	572268
3041	888660	571991
3042	888954	571700
3043	889225	571394
3044	889500	571091
3045	889819	570816
3046	890137	570541
3047	890426	570246
