iter	Passed	Remaining
210	60669	1376995
211	60940	1376343
212	61272	1377049
213	61583	1377286
214	61857	1376696
215	62178	1377128
216	62436	1376194
217	62738	1376211
218	63039	1376222
219	63302	1375394
220	63594	1375192
221	63854	1374313
222	64123	1373619
223	64397	1373043
224	64683	1372734
225	64954	1372096
226	65253	1372048
227	65547	1371894
228	65851	1371957
229	66124	1371354
230	66413	1371113
231	66729	1371406
232	67035	1371490
233	67336	1371469
234	67665	1372022
235	67994	1372565
236	68313	1372900
237	68632	1373232
238	68948	1373495
239	69220	1372863
240	69519	1372788
241	69828	1372904
242	70104	1372374
243	70387	1371985
244	70696	1372093
245	71000	1372100
246	71270	1371455
247	71578	1371534
248	71833	1370597
249	72105	1370001
250	72382	1369499
251	72687	1369522
252	73002	1369731
253	73312	1369854
254	73629	1370094
255	73968	1370732
256	74244	1370204
257	74553	1370286
258	74846	1370074
259	75108	1369293
260	75400	1369056
261	75683	1368660
262	75966	1368256
263	76243	1367770
264	76508	1367050
265	76832	1367386
266	77163	1367851
267	77457	1367637
268	77707	1366670
269	77987	1366218
270	78306	1366456
271	78562	1365596
272	78854	1365359
273	79128	1364830
274	79409	1364402
275	79676	1363733
276	79979	1363700
277	80265	1363352
278	80572	1363371
279	80865	1363165
280	81136	1362579
281	81443	1362589
282	81765	1362862
283	82038	1362307
284	82318	1361868
285	82601	1361484
286	82866	1360803
287	83161	1360608
288	83428	1359973
289	83726	1359833
290	84024	1359695
291	84324	1359582
292	84627	1359530
293	84916	1359246
294	85191	1358729
295	85461	1358137
296	85766	1358115
297	86036	1357525
298	86297	1356802
299	86570	1356276
300	86818	1355344
301	87089	1354783
302	87373	1354431
303	87660	1354130
304	87984	1354390
305	88295	1354441
306	88578	1354072
307	88871	1353854
308	89153	1353458
309	89445	1353225
310	89724	1352794
311	90040	1352922
312	90323	1352546
313	90604	1352138
314	90892	1351844
315	91157	1351212
316	91474	1351343
317	91753	1350916
318	92042	1350624
319	92341	1350500
320	92607	1349877
321	92871	1349237
322	93137	1348613
323	93410	1348113
324	93681	1347568
325	93975	1347359
326	94253	1346934
327	94530	1346489
328	94792	1345816
329	95085	1345608
330	95429	1346100
331	95745	1346199
332	96071	1346436
333	96386	1346530
334	96688	1346428
335	97003	1346495
336	97310	1346468
337	97592	1346084
338	97889	1345912
339	98173	1345554
340	98452	1345138
341	98703	1344325
342	98980	1343889
343	99278	1343729
344	99575	1343548
345	99864	1343266
346	100126	1342613
347	100405	1342202
348	100687	1341830
349	100954	1341250
350	101265	1341262
351	101543	1340836
352	101831	1340537
353	102112	1340152
354	102407	1339956
355	102692	1339623
356	102997	1339548
357	103344	1340016
358	103621	1339573
359	103900	1339163
360	104192	1338913
361	104458	1338341
362	104761	1338239
363	105058	1338054
364	105347	1337768
365	105702	1338318
366	105995	1338084
367	106345	1338567
368	106662	1338629
369	106974	1338622
370	107280	1338544
371	107595	1338585
372	107910	1338607
373	108202	1338356
374	108527	1338501
375	108838	1338482
376	109153	1338501
377	109413	1337856
378	109696	1337483
379	109981	1337147
380	110243	1336517
381	110559	1336551
382	110888	1336739
383	111178	1336460
384	111454	1336002
385	111718	1335416
386	112018	1335247
387	112307	1334957
388	112588	1334560
389	112846	1333902
390	113125	1333492
391	113399	1333018
392	113682	1332658
393	114021	1332955
394	114313	1332690
395	114619	1332592
396	114917	1332408
397	115188	1331897
398	115463	1331451
399	115768	1331332
400	116073	1331222
401	116367	1330992
402	116676	1330924
403	116971	1330700
404	117265	1330454
405	117537	1329964
406	117806	1329447
407	118074	1328920
408	118355	1328530
409	118643	1328227
410	118938	1327996
411	119229	1327729
412	119497	1327202
413	119781	1326857
414	120066	1326521
415	120348	1326146
416	120617	1325631
417	120913	1325421
418	121209	1325208
419	121484	1324755
420	121792	1324674
421	122075	1324313
422	122348	1323849
423	122658	1323789
424	122949	1323517
425	123253	1323387
426	123564	1323331
427	123861	1323118
428	124204	1323397
429	124523	1323425
430	124876	1323803
431	125205	1323930
432	125522	1323927
433	125811	1323629
434	126139	1323740
435	126411	1323260
436	126700	1322956
437	127001	1322782
438	127284	1322424
439	127563	1322019
440	127849	1321696
441	128132	1321335
442	128416	1320982
443	128689	1320513
444	128944	1319870
445	129236	1319598
446	129507	1319125
447	129751	1318371
448	130037	1318043
449	130343	1317915
450	130651	1317811
451	130945	1317568
452	131242	1317345
453	131505	1316792
454	131766	1316214
455	132040	1315771
456	132350	1315681
457	132638	1315376
458	132921	1315027
459	133210	1314726
460	133488	1314321
461	133794	1314197
462	134080	1313872
463	134336	1313254
464	134608	1312792
465	134894	1312468
466	135171	1312064
467	135476	1311925
468	135764	1311617
469	136045	1311245
470	136321	1310831
471	136603	1310467
472	136900	1310247
473	137199	1310055
474	137508	1309949
475	137824	1309910
476	138114	1309629
477	138405	1309352
478	138704	1309150
479	138999	1308916
480	139277	1308517
481	139554	1308110
482	139817	1307569
483	140076	1306991
484	140345	1306514
485	140611	1306008
486	140908	1305792
487	141162	1305173
488	141452	1304888
489	141724	1304440
490	141996	1303999
491	142270	1303567
492	142562	1303306
493	142818	1302708
494	143069	1302080
495	143316	1301406
496	143585	1300935
497	143867	1300588
498	144117	1299948
499	144375	1299376
500	144665	1299101
501	144935	1298649
502	145195	1298101
503	145488	1297852
504	145780	1297591
505	146044	1297084
506	146312	1296607
507	146588	1296212
508	146867	1295841
509	147150	1295499
510	147445	1295265
511	147736	1295003
512	148027	1294734
513	148295	1294263
514	148596	1294083
515	148854	1293530
516	149124	1293087
517	149381	1292526
518	149656	1292120
519	149934	1291746
520	150217	1291411
521	150495	1291034
522	150791	1290805
523	151070	1290441
524	151350	1290080
525	151669	1290054
526	151968	1289858
527	152260	1289600
528	152570	1289496
529	152865	1289263
530	153145	1288903
531	153412	1288435
532	153681	1287987
533	153952	1287551
534	154208	1286993
535	154480	1286566
536	154901	1287386
537	155193	1287125
538	155455	1286617
539	155723	1286158
540	156003	1285800
541	156289	1285499
542	156543	1284922
543	156826	1284593
544	157109	1284265
545	157379	1283828
546	157667	1283533
547	157957	1283260
548	158221	1282779
549	158503	1282435
550	158760	1281898
551	159040	1281547
552	159319	1281185
553	159596	1280803
554	159881	1280491
555	160165	1280168
556	160468	1279999
557	160752	1279685
558	161040	1279390
559	161299	1278875
560	161617	1278827
561	161912	1278589
562	162189	1278212
563	162446	1277682
564	162717	1277258
565	162982	1276791
566	163265	1276463
567	163557	1276209
568	163815	1275685
569	164083	1275242
570	164369	1274940
571	164628	1274431
572	164922	1274193
573	165224	1274015
574	165499	1273626
575	165755	1273093
576	166031	1272719
577	166302	1272296
578	166578	1271925
579	166870	1271670
580	167133	1271195
581	167401	1270757
582	167684	1270433
583	167959	1270053
584	168235	1269674
585	168492	1269153
586	168753	1268669
587	169043	1268400
588	169324	1268063
589	169567	1267445
590	169857	1267179
591	170147	1266911
592	170441	1266668
593	170720	1266324
594	170991	1265908
595	171280	1265633
596	171572	1265379
597	171831	1264884
598	172123	1264630
599	172395	1264233
600	172667	1263833
601	172953	1263537
602	173219	1263094
603	173490	1262691
604	173768	1262334
605	174053	1262029
606	174338	1261725
607	174603	1261278
608	174904	1261089
609	175190	1260796
610	175494	1260630
611	175755	1260155
612	176027	1259756
613	176303	1259394
614	176567	1258938
615	176856	1258663
616	177140	1258359
617	177389	1257803
618	177649	1257323
619	177936	1257036
620	178254	1256967
621	178534	1256628
622	178844	1256501
623	179126	1256178
624	179411	1255883
625	179718	1255733
626	179992	1255351
627	180267	1254984
628	180546	1254639
629	180834	1254356
630	181119	1254061
631	181398	1253715
632	181673	1253343
633	181936	1252895
634	182238	1252709
635	182533	1252477
636	182839	1252324
637	183140	1252133
638	183405	1251689
639	183694	1251419
640	183965	1251024
641	184253	1250744
642	184540	1250453
643	184830	1250186
644	185115	1249887
645	185407	1249636
646	185689	1249315
647	185956	1248894
648	186246	1248628
649	186536	1248362
650	186802	1247935
651	187087	1247634
652	187376	1247358
653	187652	1247000
654	187907	1246502
655	188172	1246072
656	188454	1245747
657	188735	1245427
658	189047	1245302
659	189355	1245153
660	189661	1244996
661	189958	1244772
662	190262	1244599
663	190557	1244360
664	190850	1244112
665	191122	1243730
666	191427	1243562
667	191718	1243300
668	192008	1243031
669	192278	1242636
670	192557	1242294
671	192843	1242006
672	193110	1241589
673	193384	1241219
674	193686	1241029
675	193964	1240684
676	194252	1240404
677	194542	1240137
678	194818	1239782
679	195127	1239634
680	195428	1239434
681	195720	1239181
682	196029	1239029
683	196317	1238749
684	196583	1238334
685	196863	1238004
686	197143	1237668
687	197431	1237390
688	197683	1236881
689	197977	1236639
690	198267	1236372
691	198596	1236349
692	198898	1236158
693	199185	1235867
694	199506	1235793
695	199796	1235523
696	200064	1235119
697	200322	1234651
698	200602	1234323
699	200882	1233990
700	201163	1233671
701	201442	1233334
702	201753	1233195
703	202026	1232820
704	202357	1232800
705	202664	1232638
706	202949	1232338
707	203251	1232142
708	203537	1231846
709	203817	1231518
710	204102	1231217
711	204435	1231209
712	204736	1231001
713	205010	1230636
714	205302	1230378
715	205589	1230093
716	205885	1229855
717	206200	1229737
718	206462	1229299
719	206802	1229328
720	207090	1229044
721	207368	1228702
722	207622	1228217
723	207918	1227985
724	208221	1227787
725	208509	1227507
726	208821	1227362
727	209123	1227162
728	209389	1226750
729	209670	1226430
730	209971	1226220
731	210245	1225859
732	210528	1225548
733	210839	1225399
734	211132	1225142
735	211397	1224728
736	211692	1224486
737	211983	1224219
738	212252	1223826
739	212561	1223665
740	212846	1223364
741	213159	1223225
742	213439	1222897
743	213712	1222524
744	214018	1222345
745	214314	1222110
746	214604	1221839
747	214883	1221503
748	215149	1221096
749	215416	1220695
750	215702	1220398
751	216012	1220238
752	216307	1219994
753	216625	1219880
754	216942	1219763
755	217292	1219824
756	217562	1219441
757	217876	1219305
758	218125	1218803
759	218425	1218582
760	218687	1218153
761	218970	1217843
762	219254	1217539
763	219542	1217255
764	219810	1216860
765	220093	1216548
766	220388	1216301
767	220633	1215785
768	220929	1215542
769	221193	1215128
770	221466	1214764
771	221744	1214426
772	222040	1214182
773	222327	1213899
774	222586	1213456
775	222887	1213243
776	223182	1212997
777	223456	1212639
778	223734	1212301
779	224019	1212005
780	224294	1211647
781	224553	1211210
782	224820	1210816
783	225106	1210523
784	225395	1210244
785	225675	1209918
786	225959	1209617
787	226267	1209437
788	226533	1209041
789	226829	1208802
790	227107	1208463
791	227379	1208099
792	227667	1207816
793	227950	1207507
794	228252	1207297
795	228539	1207008
796	228820	1206689
797	229117	1206457
798	229378	1206030
799	229644	1205634
800	229924	1205310
801	230235	1205149
802	230524	1204870
803	230772	1204378
804	231044	1204012
805	231334	1203744
806	231626	1203480
807	231908	1203170
808	232186	1202836
809	232453	1202442
810	232739	1202154
811	233027	1201870
812	233313	1201579
813	233578	1201181
814	233867	1200904
815	234156	1200626
816	234435	1200300
817	234727	1200037
818	235027	1199819
819	235301	1199462
820	235586	1199166
821	235867	1198851
822	236159	1198587
823	236443	1198287
824	236751	1198104
825	237021	1197733
826	237311	1197463
827	237586	1197114
828	237842	1196671
829	238119	1196336
830	238384	1195940
831	238678	1195685
832	238960	1195378
833	239252	1195116
834	239543	1194849
835	239850	1194660
836	240177	1194575
837	240473	1194334
838	240752	1194005
839	241061	1193830
840	241329	1193445
841	241602	1193091
842	241889	1192806
843	242157	1192426
844	242443	1192131
845	242698	1191688
846	243013	1191541
847	243338	1191441
848	243643	1191242
849	243915	1190883
850	244214	1190653
851	244558	1190645
852	244822	1190245
853	245102	1189922
854	245403	1189706
855	245679	1189362
856	245965	1189070
857	246238	1188717
858	246535	1188478
859	246819	1188177
860	247093	1187828
861	247376	1187523
862	247648	1187164
863	247934	1186873
864	248203	1186498
865	248485	1186186
866	248788	1185975
867	249067	1185655
868	249354	1185365
869	249637	1185061
870	249925	1184779
871	250217	1184515
872	250502	1184222
873	250799	1183978
874	251088	1183702
875	251397	1183521
876	251684	1183232
877	251942	1182808
878	252211	1182439
879	252479	1182062
880	252756	1181730
881	253027	1181370
882	253324	1181130
883	253606	1180820
884	253898	1180558
885	254173	1180215
886	254470	1179976
887	254775	1179772
888	255045	1179405
889	255317	1179049
890	255595	1178723
891	255917	1178595
892	256260	1178570
893	256561	1178344
894	256854	1178087
895	257130	1177749
896	257405	1177408
897	257689	1177108
898	257960	1176749
899	258250	1176474
900	258533	1176169
901	258804	1175808
902	259101	1175570
903	259377	1175234
904	259684	1175035
905	260006	1174909
906	260306	1174677
907	260569	1174283
908	260850	1173969
909	261133	1173665
910	261413	1173348
911	261688	1173007
912	261971	1172702
913	262238	1172327
914	262505	1171948
915	262789	1171649
916	263079	1171377
917	263360	1171065
918	263654	1170808
919	263935	1170495
920	264213	1170168
921	264491	1169845
922	264763	1169490
923	265042	1169171
924	265328	1168880
925	265613	1168585
926	265873	1168181
927	266155	1167872
928	266437	1167563
929	266712	1167226
930	266996	1166924
931	267286	1166654
932	267563	1166322
933	267873	1166140
934	268233	1166171
935	268512	1165847
936	268811	1165612
937	269086	1165277
938	269449	1165320
939	269740	1165050
940	270036	1164801
941	270331	1164547
942	270617	1164258
943	270880	1163869
944	271135	1163445
945	271397	1163049
946	271672	1162713
947	271923	1162270
948	272199	1161940
949	272485	1161650
950	272771	1161357
951	273046	1161019
952	273331	1160725
953	273621	1160453
954	273908	1160166
955	274189	1159854
956	274494	1159644
957	274765	1159291
958	275026	1158895
959	275301	1158558
960	275595	1158305
961	275867	1157953
962	276126	1157551
963	276414	1157269
964	276683	1156910
965	276972	1156634
966	277240	1156267
967	277538	1156030
968	277816	1155705
969	278074	1155300
970	278341	1154929
971	278592	1154498
972	278877	1154203
973	279143	1153830
974	279397	1153409
975	279651	1152990
976	279918	1152624
977	280203	1152331
978	280471	1151968
979	280762	1151697
980	281044	1151396
981	281311	1151028
982	281600	1150752
983	281887	1150467
984	282198	1150281
985	282505	1150079
986	282768	1149694
987	283064	1149448
988	283354	1149175
989	283643	1148901
990	283940	1148655
991	284232	1148392
992	284496	1148015
993	284811	1147841
994	285083	1147497
995	285360	1147170
996	285630	1146819
997	285915	1146527
998	286213	1146284
999	286510	1146040
1000	286801	1145773
1001	287103	1145548
1002	287387	1145253
1003	287692	1145038
1004	288013	1144888
1005	288308	1144634
1006	288597	1144357
1007	288895	1144119
1008	289187	1143852
1009	289464	1143526
1010	289740	1143200
1011	290047	1142995
1012	290333	1142703
1013	290612	1142389
1014	290894	1142081
1015	291168	1141747
1016	291434	1141380
1017	291712	1141061
1018	291991	1140742
1019	292256	1140373
1020	292540	1140077
1021	292820	1139764
1022	293075	1139357
1023	293364	1139079
1024	293654	1138808
1025	294009	1138786
1026	294264	1138375
1027	294533	1138020
1028	294797	1137650
1029	295094	1137402
1030	295370	1137077
1031	295640	1136727
1032	295913	1136388
1033	296179	1136024
1034	296464	1135732
1035	296741	1135409
1036	297032	1135138
1037	297325	1134876
1038	297620	1134625
1039	297898	1134303
1040	298186	1134023
1041	298460	1133690
1042	298738	1133374
1043	299032	1133114
1044	299332	1132878
1045	299619	1132595
1046	299879	1132211
1047	300163	1131914
1048	300422	1131526
1049	300666	1131079
1050	300980	1130896
1051	301261	1130589
1052	301532	1130245
1053	301781	1129818
1054	302054	1129484
1055	302329	1129154
1056	302604	1128826
1057	302898	1128570
1058	303207	1128367
1059	303498	1128096
1060	303768	1127752
1061	304014	1127316
1062	304308	1127057
1063	304609	1126825
1064	304902	1126565
1065	305196	1126306
1066	305465	1125955
1067	305758	1125694
1068	306046	1125415
1069	306350	1125193
1070	306644	1124936
1071	306923	1124622
1072	307220	1124374
1073	307518	1124130
1074	307805	1123848
1075	308094	1123570
1076	308364	1123224
1077	308642	1122910
1078	308930	1122627
1079	309216	1122340
1080	309543	1122202
1081	309871	1122068
1082	310186	1121882
1083	310465	1121571
1084	310778	1121378
1085	311065	1121094
1086	311359	1120837
1087	311646	1120552
1088	311949	1120326
1089	312212	1119953
1090	312479	1119598
1091	312760	1119294
1092	313023	1118924
1093	313308	1118630
1094	313587	1118319
1095	313856	1117969
1096	314158	1117738
1097	314439	1117433
1098	314713	1117105
1099	314984	1116761
1100	315243	1116381
1101	315601	1116348
1102	315882	1116042
1103	316161	1115730
1104	316438	1115408
1105	316744	1115192
1106	317028	1114898
1107	317290	1114526
1108	317570	1114216
1109	317873	1113989
1110	318180	1113775
1111	318487	1113562
1112	318783	1113308
1113	319069	1113020
1114	319365	1112767
1115	319660	1112509
1116	319967	1112294
1117	320235	1111946
1118	320514	1111631
1119	320805	1111360
1120	321105	1111122
1121	321402	1110873
1122	321697	1110616
1123	322012	1110428
1124	322291	1110115
1125	322595	1109889
1126	322880	1109595
1127	323140	1109219
1128	323433	1108954
1129	323695	1108584
1130	323949	1108187
1131	324216	1107834
1132	324480	1107471
1133	324762	1107170
1134	325039	1106851
1135	325307	1106504
1136	325600	1106238
1137	325881	1105935
1138	326202	1105765
1139	326508	1105547
1140	326817	1105335
1141	327148	1105201
1142	327488	1105093
1143	327795	1104875
1144	328112	1104692
1145	328452	1104585
1146	328782	1104446
1147	329116	1104318
1148	329439	1104154
1149	329714	1103825
1150	330037	1103662
1151	330341	1103432
1152	330640	1103185
1153	330935	1102925
1154	331220	1102635
1155	331529	1102423
1156	331824	1102162
1157	332097	1101829
1158	332386	1101551
1159	332696	1101340
1160	333005	1101126
1161	333275	1100784
1162	333571	1100527
1163	333844	1100194
1164	334131	1099909
1165	334398	1099555
1166	334664	1099201
1167	334939	1098877
1168	335305	1098850
1169	335609	1098620
1170	335897	1098335
1171	336193	1098078
1172	336501	1097860
1173	336773	1097524
1174	337073	1097281
1175	337364	1097008
1176	337615	1096606
1177	337901	1096314
1178	338169	1095967
1179	338472	1095733
1180	338782	1095520
1181	339112	1095373
1182	339412	1095130
1183	339734	1094954
1184	340027	1094686
1185	340309	1094385
1186	340587	1094070
1187	340859	1093734
1188	341127	1093386
1189	341417	1093110
1190	341708	1092836
1191	342039	1092690
1192	342353	1092489
1193	342653	1092243
1194	342931	1091929
1195	343214	1091627
1196	343516	1091391
1197	343787	1091050
1198	344072	1090758
1199	344359	1090471
1200	344641	1090169
1201	344918	1089850
1202	345202	1089553
1203	345489	1089267
1204	345772	1088966
1205	346063	1088694
1206	346351	1088411
1207	346614	1088046
1208	346905	1087774
1209	347164	1087400
1210	347460	1087142
1211	347738	1086827
1212	348036	1086573
1213	348321	1086282
1214	348641	1086097
1215	348905	1085737
1216	349202	1085484
1217	349514	1085275
1218	349790	1084954
1219	350070	1084644
1220	350364	1084379
1221	350647	1084078
1222	350927	1083771
1223	351200	1083442
1224	351470	1083104
1225	351738	1082757
1226	352024	1082468
1227	352311	1082182
1228	352576	1081826
1229	352850	1081502
1230	353128	1081185
1231	353417	1080906
1232	353744	1080742
1233	354042	1080488
1234	354306	1080134
1235	354586	1079825
1236	354889	1079585
1237	355166	1079269
1238	355441	1078948
1239	355720	1078637
1240	356007	1078348
1241	356289	1078046
1242	356567	1077733
1243	356855	1077451
1244	357148	1077181
1245	357420	1076851
1246	357697	1076535
1247	357969	1076203
1248	358266	1075947
1249	358528	1075586
1250	358824	1075326
1251	359118	1075060
1252	359394	1074741
1253	359685	1074467
1254	359966	1074161
1255	360255	1073883
1256	360543	1073598
1257	360847	1073364
1258	361133	1073075
1259	361406	1072745
1260	361698	1072475
1261	362014	1072275
1262	362307	1072004
1263	362626	1071814
1264	362914	1071529
1265	363204	1071252
1266	363458	1070870
1267	363752	1070603
1268	364080	1070435
1269	364428	1070329
1270	364693	1069977
1271	364983	1069699
1272	365260	1069385
1273	365534	1069058
1274	365818	1068764
1275	366140	1068577
1276	366436	1068318
1277	366728	1068047
1278	367020	1067774
1279	367334	1067567
1280	367620	1067275
1281	367924	1067037
1282	368225	1066790
1283	368497	1066461
1284	368846	1066354
1285	369140	1066086
1286	369436	1065825
1287	369745	1065601
1288	370020	1065279
1289	370354	1065128
1290	370640	1064837
1291	370942	1064594
1292	371324	1064577
1293	371628	1064338
1294	371918	1064058
1295	372213	1063796
1296	372525	1063579
1297	372880	1063484
1298	373165	1063192
1299	373479	1062981
1300	373763	1062683
1301	374042	1062372
1302	374325	1062074
1303	374586	1061712
1304	374927	1061575
1305	375235	1061347
1306	375560	1061167
1307	375879	1060968
1308	376253	1060925
1309	376599	1060803
1310	376900	1060552
1311	377224	1060369
1312	377517	1060097
1313	377779	1059736
1314	378078	1059482
1315	378373	1059215
1316	378672	1058961
1317	378958	1058667
1318	379234	1058349
1319	379522	1058063
1320	379812	1057781
1321	380109	1057520
1322	380398	1057237
1323	380717	1057036
1324	380992	1056714
1325	381286	1056445
1326	381578	1056171
1327	381858	1055862
1328	382160	1055612
1329	382440	1055306
1330	382745	1055066
1331	383026	1054761
1332	383324	1054501
1333	383629	1054261
1334	383906	1053944
1335	384194	1053660
1336	384479	1053365
1337	384784	1053125
1338	385076	1052849
1339	385376	1052596
1340	385648	1052264
1341	385944	1052001
1342	386227	1051700
1343	386521	1051430
1344	386809	1051143
1345	387129	1050944
1346	387400	1050611
1347	387709	1050382
1348	388022	1050162
1349	388300	1049850
1350	388597	1049588
1351	388891	1049316
1352	389148	1048946
1353	389418	1048610
1354	389694	1048291
1355	389994	1048038
1356	390268	1047713
1357	390526	1047346
1358	390811	1047052
1359	391086	1046732
1360	391361	1046409
1361	391616	1046035
1362	391904	1045748
1363	392171	1045407
1364	392464	1045135
1365	392727	1044782
1366	393040	1044560
1367	393328	1044275
1368	393618	1043995
1369	393909	1043716
1370	394209	1043462
1371	394503	1043190
1372	394779	1042873
1373	395088	1042641
1374	395377	1042359
1375	395669	1042083
1376	395921	1041700
1377	396217	1041437
1378	396483	1041091
1379	396734	1040710
1380	397012	1040398
1381	397290	1040084
1382	397567	1039768
1383	397826	1039408
1384	398104	1039096
1385	398380	1038777
1386	398661	1038474
1387	398956	1038206
1388	399247	1037928
1389	399527	1037622
1390	399810	1037323
1391	400089	1037012
1392	400377	1036728
1393	400649	1036400
1394	400945	1036134
1395	401248	1035887
1396	401544	1035622
1397	401829	1035328
1398	402099	1034995
1399	402407	1034761
1400	402698	1034483
1401	402969	1034154
1402	403337	1034073
1403	403631	1033802
1404	403899	1033466
1405	404185	1033174
1406	404482	1032910
1407	404766	1032615
1408	405041	1032294
1409	405326	1032001
1410	405638	1031777
1411	405952	1031557
1412	406238	1031265
1413	406509	1030935
1414	406773	1030589
1415	407065	1030312
1416	407309	1029915
1417	407611	1029665
1418	407888	1029351
1419	408178	1029070
1420	408474	1028804
1421	408746	1028476
1422	409000	1028106
1423	409279	1027796
1424	409560	1027494
1425	409830	1027162
1426	410122	1026887
1427	410409	1026598
1428	410678	1026265
1429	410943	1025921
1430	411203	1025565
1431	411487	1025271
1432	411742	1024902
1433	411995	1024529
1434	412277	1024230
1435	412557	1023924
1436	412823	1023584
1437	413090	1023245
1438	413386	1022980
1439	413702	1022764
1440	413994	1022488
1441	414286	1022214
1442	414554	1021878
1443	414836	1021578
1444	415139	1021330
1445	415388	1020946
1446	415658	1020617
1447	415960	1020366
1448	416262	1020115
1449	416533	1019788
1450	416853	1019582
1451	417141	1019297
1452	417414	1018973
1453	417685	1018646
1454	418022	1018480
1455	418299	1018168
1456	418567	1017834
1457	418861	1017564
1458	419178	1017348
1459	419447	1017016
1460	419719	1016691
1461	420022	1016442
1462	420295	1016120
1463	420576	1015819
1464	420852	1015503
1465	421160	1015267
1466	421435	1014951
1467	421720	1014657
1468	422002	1014356
1469	422290	1014072
1470	422583	1013797
1471	422859	1013483
1472	423150	1013206
1473	423433	1012907
1474	423724	1012628
1475	424051	1012438
1476	424307	1012075
1477	424583	1011760
1478	424848	1011421
1479	425141	1011146
1480	425410	1010816
1481	425677	1010480
1482	425967	1010201
1483	426234	1009865
1484	426507	1009545
1485	426789	1009245
1486	427060	1008920
1487	427344	1008624
1488	427612	1008291
1489	427882	1007964
1490	428166	1007670
1491	428414	1007291
1492	428704	1007010
1493	428970	1006674
1494	429242	1006351
1495	429515	1006031
1496	429791	1005716
